route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
L,L0S1-L-1049-S01_036200_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_036800_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_036850_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_037300_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_037400_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_038000_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_038050_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_038500_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_038600_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_039050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_039200_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_039650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_039800_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_040300_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_040400_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_040600_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_041000_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_041100_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_041550_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_041600_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_042000_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_042200_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_042250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_042650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_042800_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_043200_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_043400_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_043450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_043850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_043900_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_044400_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_044400_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_044450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_044900_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_045050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_045300_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_045500_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_045650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_045700_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_046100_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_046100_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_046250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_046500_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_046700_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_046850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_046900_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_047300_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_047450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_047700_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_047900_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_048050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_048100_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_048500_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_048650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_048750_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_048800_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_049100_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_049100_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_049250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_049400_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_049700_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_049850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_049950_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_050000_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_050300_L..N02R,L0S1,8 Av,0,L..N02R
L,L0S1-L-1049-S01_050300_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_050450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_050600_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_050900_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_051100_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_051150_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_051200_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_051450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_051500_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_051800_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_052100_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_052150_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_052350_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_052400_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_052600_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_052700_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_053000_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_053200_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_053300_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_053400_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_053600_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_053600_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_053900_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_054000_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_054200_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_054500_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_054500_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_054550_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_054850_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_054950_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_055200_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_055450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_055550_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_055800_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_055850_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_056050_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_056300_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_056400_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_056750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_056850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_056900_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_057100_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_057200_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_057450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_057650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_057700_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_058000_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_058050_L..S05R,L0S1,Myrtle-Wyckoff Avs,1,L..S05R
L,L0S1-L-1049-S01_058350_L..N05R,L0S1,8 Av,0,L..N05R
L,L0S1-L-1049-S01_058400_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_058400_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_058750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_058800_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_059100_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_059200_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_059450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_059600_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_059800_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_060050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_060150_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_060450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_060450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_060800_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_060850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_061150_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_061250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_061500_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_061650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_061850_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_062050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_062250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_062450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_062650_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_062850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_063050_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_063250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_063450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_063650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_063850_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_064050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_064250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_064450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_064650_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_064850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_065050_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_065250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_065450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_065650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_065850_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_066050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_066250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_066450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_066650_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_066850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_067050_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_067250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_067450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_067650_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_067850_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_068050_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_068250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_068450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_068650_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_068850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_069050_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_069350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_069450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_069850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_069850_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_070250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_070350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_070650_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_070850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_071050_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_071350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_071450_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_071850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_071850_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_072250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_072350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_072750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_072850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_073250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_073350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_073750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_073850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_074250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_074350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_074750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_074850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_075250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_075350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_075750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_075850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_076250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_076350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_076750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_076850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_077250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_077350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_077750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_077850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_078250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_078350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_078750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_078850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_079250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_079350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_079750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_079850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_080250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_080350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_080750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_080850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_081250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_081350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_081750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_081850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_082250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_082350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_082750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_082850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_083250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_083350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_083750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_083850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_084250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_084350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_084750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_084850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_085250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_085350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_085750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_085850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_086250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_086350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_086750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_086850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_087250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_087350_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_087750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_087850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_088250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_088300_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_088750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_088800_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_089250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_089250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_089750_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_089750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_090200_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_090250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_090700_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_090750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_091200_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_091250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_091700_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_091750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_092250_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_092250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_092750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_092850_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_093250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_093400_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_093750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_093950_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_094250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_094450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_094750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_094950_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_095250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_095450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_095750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_095950_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_096250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_096450_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_096750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_096950_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_097250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_097400_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_097750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_097800_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_098200_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_098250_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
L,L0S1-L-1049-S01_098600_L..N01R,L0S1,8 Av,0,L..N01R
L,L0S1-L-1049-S01_098750_L..S01R,L0S1,Canarsie-Rockaway Pkwy,1,L..S01R
